type,location,bedroom,bathroom,size_sqm,price
Apartment, Cairo,3,2,168,3500000
Apartment, Cairo,3,2,168,3500000
Apartment, Mostakbal City Compounds,3,2,170,3500000
Apartment, 5th Settlement Compounds,3,2,175,3500000
Apartment, Sheraton Al Matar,3,2,180,3500000
Apartment, Zamalek,3,2,180,3500000
Apartment, Zamalek,3,2,180,3500000
Apartment, Almazah,3,2,189,3500000
Apartment, Hay El Maadi,3,2,200,3500000
Apartment, Hay El Maadi,3,2,205,3500000
Apartment, 5th Settlement Compounds,3,2,210,3500000
Apartment, Roxy,3,2,210,3500000
Townhouse, Cairo,3,2,220,3500000
Apartment, Sheraton Al Matar,3,2,222,3500000
Apartment, Cairo,3,2,250,3500000
Apartment, Zahraa El Maadi,3,2,255,3500000
Apartment, El Hegaz Square,4,2,260,3500000
Apartment, Abdeen,6,2,260,3500000
Apartment, Cairo,6,2,260,3500000
Apartment, 1st Zone,3,2,300,3500000
Apartment, Cairo,3,2,335,3500000
Apartment, 5th Settlement Compounds,2,2,148,3517000
Apartment, North Investors Area,2,2,130,3524000
Duplex, 5th Settlement Compounds,4,2,300,3543000
Apartment, 5th Settlement Compounds,3,2,197,3550000
Townhouse, 5th Settlement Compounds,3,2,160,3556000
Apartment, North Investors Area,3,2,164,3562040
Apartment, North Investors Area,3,2,143,3565000
Apartment, North Investors Area,3,2,143,3566000
Apartment, North Investors Area,3,2,143,3566000
Apartment, South Investors Area,3,2,162,3571000
Apartment, South Investors Area,3,2,162,3572000
Apartment, North Investors Area,3,2,143,3575000
Apartment, 5th Settlement Compounds,3,2,180,3582000
Apartment, North Investors Area,2,2,131,3585000
Apartment, South Investors Area,2,2,138,3586000
Apartment, North Investors Area,3,2,152,3587500
Apartment, 5th Settlement Compounds,3,2,212,3587500
Apartment, North Investors Area,3,2,132,3588000
Apartment, The 1st Settlement,3,2,200,3590000
Apartment, 5th Settlement Compounds,3,2,160,3597564
Apartment, Mostakbal City Compounds,2,2,141,3599999
Apartment, 5th Settlement Compounds,2,2,122,3600000
Apartment, 5th Settlement Compounds,2,2,127,3600000
Apartment, 5th Settlement Compounds,2,2,129,3600000
Apartment, 5th Settlement Compounds,3,2,150,3600000
Apartment, North Investors Area,3,2,160,3600000
Apartment, 5th Settlement Compounds,3,2,160,3600000
Apartment, North Investors Area,3,2,160,3600000
Apartment, 5th Settlement Compounds,3,2,160,3600000
Apartment, 5th Settlement Compounds,3,2,160,3600000
Apartment, South Investors Area,3,2,161,3600000
Apartment, South Investors Area,3,2,161,3600000
Apartment, South Investors Area,3,2,161,3600000
Apartment, El Korba,3,2,162,3600000
Apartment, 5th Settlement Compounds,3,2,185,3600000
Apartment, 5th Settlement Compounds,3,2,192,3600000
Penthouse, New Maadi,4,2,279,3600000
Apartment, 90 Street,3,2,180,3604067
Apartment, North Investors Area,3,2,160,3619000
Apartment, 5th Settlement Compounds,3,2,173,3630000
Apartment, 5th Settlement Compounds,3,2,173,3630000
Apartment, 5th Settlement Compounds,3,2,173,3630000
Apartment, 5th Settlement Compounds,2,2,158,3640000
Townhouse, Mostakbal City Compounds,2,2,128,3650000
Apartment, 5th Settlement Compounds,2,2,158,3650000
Apartment, North Investors Area,2,2,175,3650000
Apartment, 5th Settlement Compounds,3,2,192,3650000
Apartment, North Investors Area,3,2,147,3653150
Apartment, North Investors Area,3,2,147,3653150
Apartment, 5th District,4,2,205,3668000
Apartment, 5th Settlement Compounds,4,2,202,3686500
Apartment, 5th Settlement Compounds,2,2,116,3700000
Apartment, Sheraton Al Matar,3,2,125,3700000
Duplex, 5th Settlement Compounds,2,2,135,3700000
Apartment, South Investors Area,2,2,146,3700000
Apartment, 5th Settlement Compounds,3,2,157,3700000
Apartment, 5th Settlement Compounds,3,2,165,3700000
Penthouse, North Investors Area,3,2,170,3700000
Apartment, Rehab City Fifth Phase,3,2,197,3700000
Apartment, Degla,3,2,250,3700000
Townhouse, 5th Settlement Compounds,2,2,260,3700000
Apartment, New Capital Compounds,3,2,200,3717900
Apartment, New Capital Compounds,3,2,200,3717900
Apartment, North Investors Area,3,2,160,3743000
Apartment, 5th Settlement Compounds,2,2,156,3750000
Apartment, North Investors Area,3,2,163,3750000
Apartment, Cairo,4,2,220,3750000
Duplex, Al Narges 8,3,2,350,3750000
Duplex, Al Narges 8,3,2,350,3750000
Apartment, New Capital Compounds,3,2,167,3770000
Apartment, 5th Settlement Compounds,2,2,144,3770600
Apartment, 5th Settlement Compounds,3,2,178,3775000
Apartment, 5th Settlement Compounds,2,2,128,3800000
Apartment, 5th Settlement Compounds,2,2,136,3800000
Apartment, Cairo,3,2,148,3800000
Apartment, Cairo,3,2,148,3800000
Apartment, El Shorouk Compounds,3,2,150,3800000
Penthouse, South Investors Area,3,2,150,3800000
Apartment, El Shorouk Compounds,3,2,150,3800000
Apartment, 5th Settlement Compounds,3,2,150,3800000
Apartment, El Shorouk Compounds,3,2,150,3800000
Apartment, El Shorouk Compounds,3,2,150,3800000
Apartment, 5th Settlement Compounds,2,2,157,3800000
Apartment, El Katameya Compounds,2,2,160,3800000
Apartment, 5th Settlement Compounds,3,2,160,3800000
Apartment, 5th Settlement Compounds,2,2,162,3800000
Apartment, 5th Settlement Compounds,2,2,162,3800000
Apartment, South Investors Area,3,2,170,3800000
Apartment, Al Andalus District,3,2,188,3800000
Apartment, Al Andalus District,3,2,188,3800000
Apartment, Hay El Maadi,3,2,230,3800000
Apartment, 5th Settlement Compounds,2,2,158,3832000
Apartment, 5th Settlement Compounds,3,2,157,3845000
Apartment, 5th Settlement Compounds,2,2,142,3850000
Apartment, North Investors Area,3,2,163,3850000
Apartment, Mostakbal City Compounds,3,2,192,3887000
Apartment, El Katameya Compounds,3,2,230,3899999
Apartment, 5th Settlement Compounds,2,2,135,3900000
Apartment, 5th Settlement Compounds,3,2,140,3900000
Apartment, 5th Settlement Compounds,2,2,160,3900000
Apartment, 5th Settlement Compounds,3,2,160,3900000
Apartment, Mostakbal City Compounds,3,2,168,3900000
Apartment, 5th Settlement Compounds,3,2,179,3900000
iVilla, New Capital Compounds,3,2,320,3900000
Apartment, North Investors Area,2,2,135,3901000
Apartment, 5th Settlement Compounds,2,2,144,3906000
Apartment, 5th Settlement Compounds,3,2,155,3907216
Penthouse, 5th Settlement Compounds,3,2,245,3907217
Apartment, 5th Settlement Compounds,2,2,136,3950000
Apartment, 5th Settlement Compounds,4,2,180,3950000
Apartment, North Investors Area,3,2,297,3950000
Apartment, 5th Settlement Compounds,2,2,135,3959000
Penthouse, 5th Settlement Compounds,3,2,268,3960000
Penthouse, 5th Settlement Compounds,3,2,268,3960000
Apartment, 5th Settlement Compounds,3,2,175,3964000
Apartment, 5th Settlement Compounds,3,2,175,3964000
Apartment, 5th Settlement Compounds,3,2,150,3970000
Apartment, 5th Settlement Compounds,3,2,168,3970000
Apartment, 5th Settlement Compounds,3,2,150,3980000
Apartment, 5th Settlement Compounds,2,2,145,3990000
Apartment, 5th Settlement Compounds,3,2,175,3991000
Apartment, 5th Settlement Compounds,2,2,135,3991543
Apartment, North Investors Area,3,2,160,3997000
Apartment, 5th Settlement Compounds,2,2,127,4000000
Apartment, North Investors Area,2,2,133,4000000
Apartment, 5th Settlement Compounds,2,2,133,4000000
Apartment, 5th Settlement Compounds,2,2,135,4000000
Apartment, North Investors Area,2,2,139,4000000
Apartment, North Investors Area,2,2,139,4000000
Apartment, 5th Settlement Compounds,2,2,144,4000000
Townhouse, 5th Settlement Compounds,3,2,150,4000000
Chalet, Zamalek,2,2,170,4000000
Apartment, 5th Settlement Compounds,3,2,173,4000000
Villa, Mostakbal City Compounds,3,2,175,4000000
Apartment, 5th Settlement Compounds,3,2,175,4000000
Penthouse, 5th Settlement Compounds,2,2,176,4000000
Apartment, 5th Settlement Compounds,3,2,180,4000000
Apartment, 5th Settlement Compounds,3,2,188,4000000
Apartment, Al Andalus District,3,2,188,4000000
Apartment, 5th Settlement Compounds,3,2,188,4000000
Apartment, Zamalek,3,2,190,4000000
Apartment, Zahraa El Maadi,3,2,192,4000000
Apartment, El Yasmeen 7,3,2,200,4000000
Apartment, El Manial,3,2,206,4000000
Apartment, El Manial,3,2,206,4000000
Apartment, El Manial,3,2,206,4000000
Apartment, Maadi,3,2,250,4000000
Apartment, Maadi,3,2,250,4000000
Apartment, Al Narges 4,3,2,280,4000000
Penthouse, Al Narges 7,3,2,360,4000000
Penthouse, Al Narges 7,3,2,360,4000000
Penthouse, Al Narges 7,3,2,360,4000000
Apartment, El Ismailia Square,8,2,400,4000000
Apartment, 5th Settlement Compounds,2,2,116,4023000
Apartment, 5th Settlement Compounds,2,2,126,4025000
Apartment, 5th Settlement Compounds,2,2,128,4044698
Apartment, South Investors Area,2,2,148,4050000
Apartment, 5th Settlement Compounds,3,2,156,4080001
Penthouse, 5th Settlement Compounds,4,2,220,4090000
Apartment, New Capital Compounds,3,2,178,4094000
Apartment, New Capital Compounds,3,2,178,4094001
Apartment, 5th Settlement Compounds,3,2,156,4100000
Apartment, South Investors Area,3,2,157,4100000
Apartment, 5th Settlement Compounds,3,2,160,4100000
Penthouse, 5th Settlement Compounds,2,2,164,4100000
Apartment, 5th Settlement Compounds,2,2,167,4100000
Apartment, 5th Settlement Compounds,2,2,167,4100000
Apartment, 5th Settlement Compounds,3,2,177,4100000
Apartment, 6th District,3,2,188,4100000
Duplex, El Shorouk Compounds,3,2,245,4100000
Apartment, 5th Settlement Compounds,2,2,116,4112000
Apartment, Mostakbal City Compounds,3,2,239,4146975
Apartment, South Investors Area,2,2,148,4173000
Apartment, 5th Settlement Compounds,3,2,199,4175000
Apartment, 5th Settlement Compounds,3,2,140,4182527
Apartment, North Investors Area,2,2,137,4200000
Apartment, North Investors Area,2,2,139,4200000
Apartment, North Investors Area,2,2,139,4200000
Apartment, North Investors Area,2,2,139,4200000
Apartment, North Investors Area,2,2,140,4200000
Apartment, Mokattam,2,2,142,4200000
Apartment, 5th Settlement Compounds,2,2,144,4200000
Apartment, 5th Settlement Compounds,2,2,156,4200000
Apartment, 5th Settlement Compounds,2,2,160,4200000
Apartment, 5th Settlement Compounds,3,2,160,4200000
Apartment, North Investors Area,3,2,175,4200000
Apartment, North Investors Area,3,2,175,4200000
Apartment, Cairo,3,2,180,4200000
Apartment, 5th Settlement Compounds,3,2,180,4200000
Apartment, 5th Settlement Compounds,3,2,184,4200000
Villa, Cairo,3,2,238,4200000
Duplex, New Cairo City,3,2,250,4200000
Apartment, Ganoob El Acadimia,3,2,290,4200000
Apartment, The 5th Settlement,4,2,380,4200000
Penthouse, 5th Settlement Compounds,2,2,164,4210744
Apartment, 5th Settlement Compounds,2,2,156,4225000
Apartment, 5th Settlement Compounds,4,2,220,4235000
Apartment, 5th Settlement Compounds,3,2,160,4244000
Apartment, Cairo,4,2,400,4250000
Villa, 5th Settlement Compounds,3,2,192,4270000
Apartment, 5th Settlement Compounds,3,2,181,4274000
Apartment, 5th Settlement Compounds,2,2,116,4280000
Apartment, 5th Settlement Compounds,2,2,133,4300000
Apartment, 5th Settlement Compounds,2,2,133,4300000
Apartment, 5th Settlement Compounds,2,2,133,4300000
Apartment, 5th Settlement Compounds,2,2,135,4300000
Apartment, 5th Settlement Compounds,2,2,135,4300000
Apartment, North Investors Area,2,2,139,4300000
Apartment, North Investors Area,2,2,139,4300000
Apartment, The 1st Settlement,3,2,140,4300000
Apartment, The 1st Settlement,3,2,140,4300000
Apartment, 5th Settlement Compounds,2,2,144,4300000
Apartment, 5th Settlement Compounds,3,2,155,4300000
Apartment, 5th Settlement Compounds,3,2,160,4300000
Apartment, 5th Settlement Compounds,3,2,160,4300000
Apartment, 5th Settlement Compounds,3,2,205,4300000
iVilla, 5th Settlement Compounds,3,2,240,4300000
Duplex, District 1,3,2,420,4300000
Hotel Apartment, North Investors Area,1,2,97,4330000
Apartment, North Investors Area,2,2,139,4350000
Apartment, 5th Settlement Compounds,3,2,202,4350000
Apartment, 5th Settlement Compounds,3,2,215,4350000
Apartment, 5th Settlement Compounds,3,2,185,4361000
Apartment, 5th Settlement Compounds,3,2,185,4361000
Apartment, South Investors Area,3,2,180,4365000
Villa, 5th Settlement Compounds,4,2,205,4380000
Villa, 5th Settlement Compounds,4,2,205,4380000
Apartment, 5th Settlement Compounds,3,2,150,4395336
Apartment, North Investors Area,3,2,175,4400000
Apartment, North Investors Area,3,2,175,4400000
Penthouse, 5th Settlement Compounds,4,2,220,4418000
Duplex, 5th Settlement Compounds,2,2,155,4467334
Apartment, 5th Settlement Compounds,2,2,155,4479000
Apartment, Uptown Cairo,2,2,170,4487500
Hotel Apartment, North Investors Area,1,2,107,4490000
Apartment, 5th Settlement Compounds,2,2,130,4500000
Apartment, North Investors Area,2,2,137,4500000
Apartment, North Investors Area,2,2,145,4500000
Apartment, North Investors Area,2,2,145,4500000
Apartment, 5th Settlement Compounds,2,2,148,4500000
Apartment, 5th Settlement Compounds,3,2,158,4500000
Apartment, 5th Settlement Compounds,3,2,160,4500000
Apartment, Garden City,3,2,160,4500000
Apartment, 5th Settlement Compounds,3,2,160,4500000
Apartment, 5th Settlement Compounds,3,2,160,4500000
Townhouse, 5th Settlement Compounds,3,2,160,4500000
Apartment, North Investors Area,2,2,162,4500000
Apartment, 5th Settlement Compounds,2,2,168,4500000
Apartment, 5th Settlement Compounds,2,2,168,4500000
Apartment, Uptown Cairo,2,2,170,4500000
Apartment, Uptown Cairo,2,2,170,4500000
Apartment, North Investors Area,2,2,177,4500000
Townhouse, 6th District,3,2,185,4500000
Apartment, Zamalek,3,2,220,4500000
Apartment, Hay El Maadi,3,2,240,4500000
Apartment, 5th Settlement Compounds,3,2,258,4500000
Apartment, 5th Settlement Compounds,3,2,390,4500000
Apartment, Uptown Cairo,2,2,179,4510000
Villa, Mostakbal City Compounds,3,2,224,4536000
Villa, The 5th Settlement,4,2,540,4564750
Apartment, New Capital Compounds,3,2,209,4566745
Apartment, 5th Settlement Compounds,3,2,191,4585000
Apartment, Uptown Cairo,2,2,140,4600000
Apartment, 5th Settlement Compounds,2,2,147,4600000
Apartment, 5th Settlement Compounds,2,2,148,4600000
Apartment, South Investors Area,3,2,148,4600000
Apartment, 5th Settlement Compounds,3,2,150,4600000
Apartment, 5th Settlement Compounds,2,2,160,4600000
Apartment, 5th Settlement Compounds,2,2,128,4605000
Apartment, 5th Settlement Compounds,3,2,156,4650000
Apartment, Zamalek,2,2,175,4650000
Apartment, 5th Settlement Compounds,3,2,165,4668000
Apartment, 5th Settlement Compounds,3,2,191,4695000
Apartment, 5th Settlement Compounds,2,2,127,4700000
Apartment, 5th Settlement Compounds,3,2,148,4700000
Apartment, 5th Settlement Compounds,2,2,160,4700000
Apartment, 5th Settlement Compounds,2,2,161,4700000
Apartment, 5th Settlement Compounds,3,2,187,4700000
Apartment, 5th Settlement Compounds,2,2,200,4700000
Apartment, 5th Settlement Compounds,2,2,200,4700000
Apartment, North Investors Area,3,2,167,4730000
Apartment, North Investors Area,3,2,149,4746000
Penthouse, 5th Settlement Compounds,2,2,167,4750000
Apartment, 5th Settlement Compounds,2,2,168,4750000
Apartment, 5th Settlement Compounds,2,2,168,4750000
Apartment, 5th Settlement Compounds,2,2,168,4750000
Apartment, 5th Settlement Compounds,2,2,168,4750000
Apartment, Uptown Cairo,2,2,175,4750000
Apartment, El Korba,3,2,350,4750000
Apartment, 5th Settlement Compounds,2,2,116,4754000
Apartment, 5th Settlement Compounds,2,2,150,4800000
Apartment, Zamalek,2,2,175,4800000
Apartment, Zamalek,2,2,175,4800000
Townhouse, El Patio,3,2,210,4800000
Apartment, 5th Settlement Compounds,3,2,187,4850000
Apartment, South Investors Area,3,2,190,4850000
Penthouse, North Investors Area,3,2,254,4850000
Apartment, 5th Settlement Compounds,3,2,177,4920000
Apartment, 5th Settlement Compounds,1,2,96,4923477
Apartment, South Investors Area,3,2,195,4960000
Apartment, 5th Settlement Compounds,2,2,127,5000000
Apartment, 5th Settlement Compounds,2,2,133,5000000
Apartment, Uptown Cairo,2,2,140,5000000
Apartment, Uptown Cairo,2,2,140,5000000
Apartment, 5th Settlement Compounds,3,2,147,5000000
Apartment, Zamalek,3,2,170,5000000
Apartment, 5th Settlement Compounds,3,2,177,5000000
Penthouse, 5th Settlement Compounds,3,2,189,5000000
Apartment, 5th Settlement Compounds,3,2,189,5000000
Townhouse, 5th Settlement Compounds,3,2,196,5000000
Apartment, 5th Settlement Compounds,3,2,210,5000000
Penthouse, Hay El Maadi,2,2,255,5000000
Townhouse, 5th Settlement Compounds,2,2,270,5000000
Apartment, 5th Settlement Compounds,2,2,127,5080000
Apartment, 5th Settlement Compounds,3,2,133,5100000
Apartment, 5th Settlement Compounds,2,2,144,5100000
Duplex, 5th Settlement Compounds,3,2,227,5100000
Apartment, 5th Settlement Compounds,2,2,140,5125000
Apartment, Maadi,3,2,250,5125000
Apartment, 5th Settlement Compounds,3,2,182,5144000
Apartment, Uptown Cairo,2,2,139,5150000
Apartment, 5th Settlement Compounds,2,2,148,5200000
Apartment, 5th Settlement Compounds,3,2,168,5200000
Apartment, Uptown Cairo,2,2,170,5200000
Apartment, Garden City,2,2,170,5200000
Duplex, 6th District,3,2,185,5200000
Townhouse, 6th District,3,2,185,5200000
Townhouse, 6th District,3,2,185,5200000
Duplex, 6th District,3,2,185,5200000
Duplex, 6th District,3,2,185,5200000
Duplex, 6th District,3,2,185,5200000
Apartment, 5th Settlement Compounds,3,2,200,5200000
Apartment, Maadi,3,2,287,5200000
Apartment, North Investors Area,3,2,187,5221000
Apartment, Uptown Cairo,2,2,139,5247000
Apartment, 5th Settlement Compounds,3,2,210,5250000
Villa, Cairo - Ismailia Desert Road,4,2,645,5250000
Apartment, 5th Settlement Compounds,2,2,140,5300000
Townhouse, 6th District,3,2,185,5300000
Penthouse, North Investors Area,3,2,187,5300000
Apartment, Uptown Cairo,2,2,159,5343000
Apartment, 5th Settlement Compounds,3,2,192,5396349
Apartment, The 1st Settlement,2,2,121,5400000
Duplex, 6th District,3,2,185,5400000
Townhouse, 6th District,3,2,185,5400000
Duplex, New Cairo City,3,2,225,5400000
Apartment, 5th Settlement Compounds,2,2,148,5475000
Duplex, 5th Settlement Compounds,3,2,185,5498000
Apartment, Uptown Cairo,2,2,114,5500000
iVilla, 5th Settlement Compounds,3,2,230,5500000
Apartment, Zamalek,4,2,250,5500000
Apartment, Zamalek,4,2,250,5500000
Duplex, 5th Settlement Compounds,3,2,285,5500000
Apartment, Hay El Maadi,4,2,401,5500000
Apartment, 5th Settlement Compounds,3,2,234,5502000
Villa, 5th Settlement Compounds,4,2,280,5520000
Townhouse, El Katameya Compounds,3,2,420,5570000
Apartment, The 1st Settlement,2,2,133,5600000
Apartment, 5th Settlement Compounds,3,2,155,5600000
Villa, Al Rehab,3,2,227,5600000
Apartment, 5th Settlement Compounds,2,2,139,5638000
